Job Title,Job Experience Required,Location,Functional Area,Industry,Role,Longitude,Latitude,sal,Year Bucket,Year bin
" SME Techincal Supervisor_ Red Hat, Fuse, Apache, Camel_magarpatta",12 - 16 yrs,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Subject Matter Expert,73.8544541,18.521428,6571,12,11-17
 Manager Brand Marketing,4 - 7 yrs,Mumbai,"Marketing , Advertising , MR , PR , Media Planning","FMCG, Foods, Beverage",Product/Brand Manager,72.8773928,19.0759899,2257,4,0-5
 Oracle Fusion Apps_manufacturing_any Location,6 - 11 yrs,"Bengaluru,Pune","IT Software - ERP , CRM","IT-Software, Software Services",Functional Outside Consultant,73.912743,18.232257,6517,6,0-5
 VP / Sr.vp Fire,17 - 27 yrs,Delhi NCR,"Production , Manufacturing , Maintenance","Real Estate, Property",Safety Officer/Manager,77.12121479999998,28.6882438,5622,17,11-17
 Data Science Engineer,5 - 10 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","Medical, Healthcare, Hospitals",Software Developer,77.590082,12.9767936,2638,5,0-5
Executive - Lab Instruments Maintenance, 3 - 7 Years,Bengaluru,"Other Employment Type: Full Time, Permanent",Pharma / Biotech / Clinical Research,"Equipment installation, calibration, validation and maintenance. Maintain the master list for preventive maintenance and calibration of GLP AND NONGLP Instruments Preparing the IQ,OQ,PQ Documentation for new equipment during installation Attend and rectifying the CENTRIFUGE,CO2 INCUBATOR ,HPLC, CENTRIFUGE, CELLCOUNTER, HPLC, ROTAVAPORS, INCUBATORS, WATER PURIFICATION SYSTEMS, FPLC breakdown issues Attend and rectifying the HPLC breakdown issues Coordinating with Vendors, Projects team, Validation team and end-users for installation and qualification (IQ, OQ and PQ) of all the Biologics department equipment. Zero down time maintenance of all laboratory department equipment. Maintaining stock of equipment accessories, spares and consumables as per requirement. To assist, attend and Execute Preventive Maintenance/Breakdown Maintenance for Various Biology and Analytical equipment. Attend breakdown Maintenance calls and Perform routine Preventive Maintenance for Instruments like CENTRIFUGE, CELLCOUNTER, HPLC, ROTAVAPORS, INCUBATORS, WATER PURIFICATION SYSTEMS, HEATING STIRRERS, FLASH CHROMATOGRAPHY SYSTEMS AND VARIOUS BIO-ANALYTICAL INSTRUMENTS IN JUBILANT BIOSYS. Working with Scientists to ensure smooth running of the Equi Salary: Not Disclosed by Recruiter Industry: Pharma / Biotech / Clinical Research Functional Area: Other Employment Type: Full Time, Permanent",77.590082,12.9767936,2273,3,0-5
 Immediate job Opportunity For Printer Engineer in Mumbai - Vashi,1 - 2 yrs,Navi Mumbai,"IT Hardware , Technical Support , Telecom Engineering",IT-Hardware & Networking,Customer Support Engineer/Technician,73.0198537,19.0308262,2111,1,0-5
 When you need a Roof you need a job. Come work with us,3 - 8 yrs,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical),88.35769124,22.5414185,6408,3,0-5
 Senior Data Analyst,2 - 7 yrs,"Mohali,Chandigarh",Analytics & Business Intelligence,"KPO, Research, Analytics",Data Analyst,76.6511232,30.7442722,2867,2,0-5
" Java / J2EE, Web Services also experienced in AngularJS",2 - 6 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.590082,12.9767936,6050,2,0-5
 Senior US IT Recruiter / Senior US Recruiter,1 - 5 yrs,Hyderabad,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Recruitment Executive,78.4740613,17.360589,2793,1,0-5
 Sales Manager,4 - 9 yrs,Chennai,"Sales , Retail , Business Development","Advertising, PR, MR, Event Management",Sales/Business Development Manager,80.270186,13.0836939,4726,4,0-5
 Accounts Executive For 1-2 Years Experience,1 - 2 yrs,Noida,"Accounts , Finance , Tax , Company Secretary , Audit","BPO, Call Centre, ITeS",Accounts Executive/Accountant,77.3271074,28.5707841,2026,1,0-5
 Inbound Tour Manager,2 - 7 yrs,Noida,"Travel , Tours , Ticketing , Airlines","Travel , Hotels , Restaurants , Airlines , Railways",Tour Management Manager/Senior Manager,77.3271074,28.5707841,3387,2,0-5
 Swimming Pool Technician,1 - 3 yrs,Bengaluru,"Site Engineering , Project Management",Other,Maintenance Engineer,77.590082,12.9767936,4718,1,0-5
Data Science Manager, 8 - 12 Years,"Pune,Gurgaon","Other Employment Type: Full Time, Permanent",Strategy / Management Consulting Firms,"ZS pioneers in sales force and marketing analytics applying optimization techniques to sales force and marketing investment problems. We have grown significantly and are now recognized global leaders in sales and marketing consulting. A key enabler of our services is leveraging data in delivering client solutions. The data available about customers across Healthcare and multiple industries is getting richer and the problems that our customers are trying to answer continue to evolve. In our endeavor to stay ahead of curve in providing solutions to these evolving complex business problems, ZS has set up a Data Scientist track which has following major focus areas: Research the evolving datasets and newer information sources to understand the possibilities Apply advanced analytical techniques and algorithms to improve current as well as develop cutting edge offerings/solutions Deliver client impact by collaboratively implementing and broad basing these solutions Provide thought leadership by developing the ZS Point of View in the industry The Manager position is the precursor to the Associate Principal and Principal Positions, and therefore part of the ZS leadership ladder. Every Manager leads one or more Spaces, i.e. business units focused either on a specific client, or a specific expertise area. Therefore ZS Data Science Managers are responsible for strong analytical expertise, knowledge and experience of various machine learning algorithms, tools & big data technologies, leveraging this knowledge for innovation, thought leadership, stakeholder relationship management, effectively coaching and responsible for people growth and defining-running-refining their space operating models, guided closely by Principals. Managers leverage their experience to take responsibility for providing analytical solutions across projects, deliver quality work for clients and lead client and ZS-leader relationships from beginning of their tenure. Provide expertise in architecting and implementing analytical solutions for projects Manage projects and assist in managing stakeholder relationships Direct multiple projects simultaneously, honing analytical and project management skills Motivate, coach and serve as a role model for space team members Provide thought leadership and innovation within projects and across practice areas Partner with onshore colleagues to develop new business with existing and new clients Develop and implement specific frameworks for strategy and programs Contribute to ZSs capability building and knowledge creation Coach, mentor, and conduct training programs Play an active role in India office growth related initiatives (e.g. recruiting, training, etc.). Required Candidate profile Managers have 8 - 12 years work experience in industry through consulting work or within an industry leader (a combination of experience is preferred) BE/ B.Tech / BS (stats) from Tier-1 institute would be required. PhD in Computer Science (OR Statistics) / M.Tech / MS from a premier institute would be highly preferred Substantial experience in Machine Learning Knowledge of big data/ advanced analytics concepts and algorithms text mining, social listening, recommender systems, predictive modeling, etc. Knowledge of programming Java/Python/R Exposure to tools/platforms Hadoop eco system and DB systems Agile project planning and project management skills Excellent communication skills In addition, we seek individuals with the following Desire to make a business impact for our clients Leadership experience Personal initiative and strong work ethic Self-motivation and detail orientation Organization & planning skills Communication skills Salary: Not Disclosed by Recruiter Industry: Strategy / Management Consulting Firms Functional Area: Other",77.00270015,28.42826235,2506,8,6-10
 Associate Vice President - Talent Acquisition - Campus Hiring Program,12 - 18 yrs,Bengaluru,"HR , Recruitment , Administration , IR","IT-Software, Software Services",Head/VP/GM-Recruitment,77.590082,12.9767936,5757,12,11-17
 Governance & Performance-Performance Management-Professors,7 - 10 yrs,Hyderabad,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Lecturer/Professor,78.4740613,17.360589,1816,7,6-10
 Operations - SME / Retail,12 - 15 yrs,Mumbai,"Financial Services , Banking , Investments , Insurance","Recruitment, Staffing",Head/VP/GM-Operations,72.8773928,19.0759899,6944,12,11-17
 Assistant Manager - HR Operations,4 - 6 yrs,Pune,"HR , Recruitment , Administration , IR","IT-Software, Software Services",HR Manager,73.8544541,18.521428,2647,4,0-5
 Senior Business Analyst - Sql/python,3 - 5 yrs,Delhi,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",Business Analyst,77.22193879999998,28.6517178,2973,3,0-5
" .NET Developer (asp.net, MVC, C#)",2 - 5 yrs,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,78.4740613,17.360589,6630,2,0-5
 Head- Land Management.,20 - 26 yrs,Gurgaon,"Legal , Regulatory , Intellectual Property","Real Estate, Property",Head/VP/GM-Regulatory Affairs,77.00270015,28.42826235,3707,20,17-20
 Sr. Business Analyst,2 - 5 yrs,Hyderabad,"IT Software - Application Programming , Maintenance","Recruitment, Staffing",Business Analyst,78.4740613,17.360589,1817,2,0-5
 CNC Machine Operator,2 - 3 yrs,"Ahmedabad,Gandhinagar","Production , Manufacturing , Maintenance","Industrial Products, Heavy Machinery",Factory Head,72.5822818,23.1154284,6034,2,0-5
 Executive,5 - 10 yrs,Ahmedabad,"Architecture , Interior Design","Pharma, Biotech, Clinical Research",Architect,72.5797068,23.0216238,4555,5,0-5
 Presales Manager - Networking,3 - 8 yrs,Mumbai,Other,IT-Hardware & Networking,Other,72.8773928,19.0759899,6026,3,0-5
 Inside Sales Executive,3 - 5 yrs,"Delhi NCR,Bengaluru","Sales , Retail , Business Development","IT-Software, Software Services",Sales Executive/Officer,121.0977529,14.671973199999998,5338,3,0-5
 Customer Care Executive,0 - 1 yrs,Delhi NCR,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Fresher,77.12121479999998,28.6882438,4752,0,0-5
 HR - Talent scout specialist,2 - 4 yrs,Thane,"HR , Recruitment , Administration , IR","IT-Software, Software Services",Head/VP/GM-HR,72.97017790000002,19.1943294,3948,2,0-5
 Sr. Sales Manager,8 - 10 yrs,Mumbai,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager,72.8773928,19.0759899,3816,8,6-10
 Laundry Executive,1 - 3 yrs,Mumbai,"Hotels , Restaurants","Travel , Hotels , Restaurants , Airlines , Railways",Housekeeping Executive/Assistant.,72.8773928,19.0759899,1950,1,0-5
 Accounts executive,2 - 7 yrs,Pune,"Accounts , Finance , Tax , Company Secretary , Audit","Recruitment, Staffing",Accounts Executive/Accountant,73.8544541,18.521428,3634,2,0-5
 MBA HR - Experience,5 - 10 yrs,Hyderabad,"HR , Recruitment , Administration , IR","IT-Software, Software Services",HR Manager,78.4740613,17.360589,4379,5,0-5
 System Analyst,2 - 3 yrs,Pune,"IT Software - Application Programming , Maintenance","Media, Entertainment, Internet",System Analyst,73.8544541,18.521428,3638,2,0-5
 Account Assistance,2 - 3 yrs,Pune,"Accounts , Finance , Tax , Company Secretary , Audit","Internet, Ecommerce",Accounts Executive/Accountant,73.8544541,18.521428,6372,2,0-5
 Senior Embedded Engineer,3 - 5 yrs,Ahmedabad,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","IT-Software, Software Services",Team Lead/Technical Lead,72.5797068,23.0216238,4199,3,0-5
 Urgent Opening For Asst. Manager-it Infrastructure - Mumbai,4 - 7 yrs,Mumbai,"IT Software - Application Programming , Maintenance","Banking, Financial Services, Broking",Technical Support Engineer,72.8773928,19.0759899,1874,4,0-5
 Java Developer,4 - 8 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.590082,12.9767936,3145,4,0-5
 Sr. Software Engineer Android/Hybrid,3 - 5 yrs,Hyderabad,IT Software - System Programming,"IT-Software, Software Services",Software Developer,78.4740613,17.360589,4535,3,0-5
 Principal Engineer-Piping,15 - 18 yrs,Mumbai,"Engineering Design , R&D","Construction, Engineering, Cement, Metals",Technical Lead/Project Lead,72.8773928,19.0759899,2691,15,11-17
 Business Analyst - Structured Finance,1 - 4 yrs,Gurgaon,"IT Software - Application Programming , Maintenance","Banking, Financial Services, Broking",Business Analyst,77.00270015,28.42826235,5537,1,0-5
Solution Architecting, 8 - 12 Years, Gurgaon,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,Technical Architect,77.00270015,28.42826235,6851,8,6-10
 Sales / Business Development,15 - 20 yrs,"Bengaluru,Chennai","Sales , Retail , Business Development","Recruitment, Staffing",Head/VP/GM/National Manager -Sales,77.55536409999998,13.0155238,4064,15,11-17
 Consultant,12 - 16 yrs,Pune,"IT Software - Application Programming , Maintenance","BPO, Call Centre, ITeS",Outside Technical Consultant,73.8544541,18.521428,4683,12,11-17
 Network & Security Architect- Pune,8 - 13 yrs,Pune,Other,"IT-Software, Software Services",Other,73.8544541,18.521428,1834,8,6-10
 Business Development Manager,1 - 3 yrs,Mumbai,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager,72.8773928,19.0759899,5681,1,0-5
 Assistant Vice President - Stock Broking - Delhi,3 - 8 yrs,Delhi NCR,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Head/VP/GM/National Manager -Sales,77.12121479999998,28.6882438,3935,3,0-5
 Production Manager in Press Shop & Projection Welding,10 - 15 yrs,Greater Noida,"Production , Manufacturing , Maintenance","Automobile, Auto Anciliary, Auto Components",Production Manager,77.51376490000001,28.4670734,4859,10,6-10
 salesfoce Developer +3Years / Mumbai,3 - 8 yrs,"Mumbai,Pune","IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,72.840292,18.9560691,4106,3,0-5
 Social Media Executive,0 - 1 yrs,Hyderabad,"Marketing , Advertising , MR , PR , Media Planning","Media, Entertainment, Internet",Social Media Marketing Manager,78.4740613,17.360589,5029,0,0-5
 Business Advisor,0 - 3 yrs,Kolkata,"Sales , Retail , Business Development","Strategy, Management Consulting Firms",Sales Executive/Officer,88.35769124,22.5414185,4045,0,0-5
" IT Recruiter, Technical Recruiter",0 - 4 yrs,Noida,"HR , Recruitment , Administration , IR","IT-Software, Software Services",Recruitment Executive,77.3271074,28.5707841,1702,0,0-5
 SAP PLM Consultant - SAP MM Module,10 - 15 yrs,Hyderabad,"IT Software - ERP , CRM","IT-Software, Software Services",Outside Consultant,78.4740613,17.360589,5553,10,6-10
 Python Manager - IIT/ IIM/ DSE/ ISI,3 - 6 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",IT/Networking-Manager,77.590082,12.9767936,2383,3,0-5
 Marketing Manager - Activation - Iit/nit,2 - 5 yrs,Mumbai,"Marketing , Advertising , MR , PR , Media Planning","IT-Software, Software Services",Marketing Manager,72.8773928,19.0759899,6366,2,0-5
 Hiring .Net Developers for Hyderabad Location,3 - 6 yrs,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,78.4740613,17.360589,5419,3,0-5
 Senior BI Cognos Developer,7 - 12 yrs,Mumbai,"IT Software - DBA , Datawarehousing","Recruitment, Staffing",Software Developer,72.8773928,19.0759899,4428,7,6-10
 Technical Support Engineer,2 - 5 yrs,Pune,IT Software - Other,"IT-Software, Software Services",Technical Support Engineer,73.8544541,18.521428,2457,2,0-5
 Senior Drupal Developer,5 - 10 yrs,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,78.4740613,17.360589,2905,5,0-5
 Pre Sales Executive,2 - 4 yrs,Pune,"Sales , Retail , Business Development","Real Estate, Property",Pre Sales Consultant,73.8544541,18.521428,4474,2,0-5
 Head - Sales &amp; Strategy (telematics),7 - 12 yrs,Gurgaon,"Sales , Retail , Business Development","Internet, Ecommerce",Head/VP/GM/National Manager -Sales,77.00270015,28.42826235,4304,7,6-10
 Sales Engineers,1 - 2 yrs,Chennai,"Sales , Retail , Business Development","IT-Software, Software Services",Sales Executive/Officer,80.270186,13.0836939,3037,1,0-5
 Senior Laravel Developer,3 - 5 yrs,Ahmedabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,72.5797068,23.0216238,4403,3,0-5
 Hub-Incharge Bangalore,2 - 3 yrs,Bengaluru,Purchase / Logistics / Supply Chain,"Recruitment, Staffing",Logistics Manager,77.590082,12.9767936,6376,2,0-5
" QA - Associate , - Business - Operations - DM",3 - 5 yrs,Mumbai,"IT Software - Application Programming , Maintenance","Advertising, PR, MR, Event Management",Software Developer,72.8773928,19.0759899,2065,3,0-5
 Staff Nurse,2 - 5 yrs,Gurgaon,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Recruitment, Staffing",Nurse,77.00270015,28.42826235,1624,2,0-5
 Back Office Executive|data Entry Operators|domestic BPO,0 - 3 yrs,"Mumbai,Pune","ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Fresher,72.840292,18.9560691,4066,0,0-5
 Sr Equity Advisor - 5 nos,6 - 11 yrs,Ahmedabad,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",Equity Manager,72.5797068,23.0216238,3655,6,0-5
 Data Scientist - Sql/nosql,2 - 6 yrs,Mumbai,Analytics & Business Intelligence,"IT-Software, Software Services",Data Analyst,72.8773928,19.0759899,6276,2,0-5
 Hiring For Day Shift Non Voice Sal. Up To 24K,0 - 4 yrs,Gurgaon,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical),77.00270015,28.42826235,6458,0,0-5
 React.js Developer,1 - 3 yrs,Pune,"IT Software - Application Programming , Maintenance","Recruitment, Staffing",Software Developer,73.8544541,18.521428,1637,1,0-5
 Physics- TGT,2 - 5 yrs,Delhi,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Physics Teacher,77.22193879999998,28.6517178,5805,2,0-5
 Technical Sales Executive -mumbai,2 - 7 yrs,Mumbai,Other,"Construction, Engineering, Cement, Metals",Other,72.8773928,19.0759899,2750,2,0-5
 Urgent Opening - Hp-ux Administrator,3 - 8 yrs,Delhi NCR,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",System Administrator,77.12121479999998,28.6882438,5404,3,0-5
 Support Executive,1 - 3 yrs,Mumbai,"Sales , Retail , Business Development","IT-Software, Software Services",Telesales/Telemarketing Executive/Officer,72.8773928,19.0759899,4775,1,0-5
 J. Stores - Manager,2 - 4 yrs,Pune,"HR , Recruitment , Administration , IR","Oil and Gas, Energy, Power, Infrastructure",Training Manager,73.8544541,18.521428,2509,2,0-5
 Product Manager,5 - 7 yrs,Bengaluru,"Marketing , Advertising , MR , PR , Media Planning","Banking, Financial Services, Broking",Product/Brand Manager,77.590082,12.9767936,2282,5,0-5
 Draughtsman,5 - 10 yrs,Mumbai,"Architecture , Interior Design","Recruitment, Staffing",Draughtsman,72.8773928,19.0759899,5829,5,0-5
 Senior Java Tech Lead - Spring Boot/ Data Structure,5 - 10 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead,77.590082,12.9767936,5901,5,0-5
 BCOM (hiring for Top4) Internal Audit /compliance Call Vikas,2 - 7 yrs,"Delhi NCR,Gurgaon","Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Accounts Executive/Accountant,77.10436033,28.42208445,3807,2,0-5
 ETL Datastage Developer,10 - 15 yrs,Hyderabad,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",Software Developer,78.4740613,17.360589,2302,10,6-10
 Technical Lead,6 - 11 yrs,Bengaluru,IT Software - System Programming,"IT-Software, Software Services",Team Lead/Technical Lead,77.590082,12.9767936,5467,6,0-5
 Specialist - DV,4 - 8 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","Accounting, Finance",Software Developer,77.590082,12.9767936,6808,4,0-5
" Office Assistant, Office Boy",0 - 2 yrs,Mumbai,Other,"Courier, Transportation, Freight , Warehousing",Other,72.8773928,19.0759899,5312,0,0-5
 MES camster/apriso/hydra engineer,2 - 6 yrs,Mumbai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,72.8773928,19.0759899,3187,2,0-5
 HR PMO Professional,6 - 9 yrs,Pune,IT Software - Other,"IT-Software, Software Services",Project Manager-IT/Software,73.8544541,18.521428,6556,6,0-5
 Principal Consultant,0 - 4 yrs,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Functional Outside Consultant,78.4740613,17.360589,2833,0,0-5
 Urgent Requirment For Central Processing Center- Mumbai,1 - 6 yrs,Mumbai,Other,"Banking, Financial Services, Broking",Other,72.8773928,19.0759899,4855,1,0-5
 Cognos TM1 Developer (4 6 years),6 - 11 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.590082,12.9767936,3584,6,0-5
 Smart Web Developer,1 - 5 yrs,Delhi,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.22193879999998,28.6517178,3400,1,0-5
 Manager- Compensation and Benefits,10 - 15 yrs,Mumbai,"HR , Recruitment , Administration , IR","Media, Entertainment, Internet",Pay Roll/Compensation Manager,72.8773928,19.0759899,1617,10,6-10
 Civil Architect,5 - 10 yrs,Mumbai,"Architecture , Interior Design","Strategy, Management Consulting Firms",Architect,72.8773928,19.0759899,4164,5,0-5
 Reconciliation Executive,0 - 2 yrs,Mumbai,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical),72.8773928,19.0759899,5777,0,0-5
 Oracle Sales Cloud Developer,3 - 8 yrs,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,73.8544541,18.521428,4016,3,0-5
 Opening For Sales and Marketing_nariman Point ,2 - 7 yrs,"Mumbai,Mumbai Suburbs","Sales , Retail , Business Development","Banking, Financial Services, Broking",Area Sales Manager,72.9249,19.0637885,3170,2,0-5
 Finance & OPS - Technical Consultant (dynamics Ax/365) @ Bangalore,2 - 7 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",ERP Consultant,77.590082,12.9767936,4922,2,0-5
 Business Development Manager-digital / Export,5 - 8 yrs,Noida,"Sales , Retail , Business Development","Internet, Ecommerce",Sales/Business Development Manager,77.3271074,28.5707841,5866,5,0-5
 Sr. Software Engineer,4 - 9 yrs,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,78.4740613,17.360589,1515,4,0-5
 Website Designer,0 - 2 yrs,Gurgaon,"Design , Creative , User Experience","IT-Software, Software Services",Web Designer,77.00270015,28.42826235,1946,0,0-5
 Tech caller hiring a huge number of Executives.,2 - 5 yrs,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical),88.35769124,22.5414185,1511,2,0-5
